Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Site Area (m2),Waste in Place (tons),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Emissions Source: Satellite,Site Area (m2),Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
Floyd-Mitchell-Chickasaw Counties Landfill,Sanitary Landfill,43.236747,-92.560748,United States,USA,383904.1106,21467.0,900.7583409,,Climate TRACE,,,,383904.1106,2021,,,,1835962884,,
Bariloche,Dumpsites,-41.175036,-71.355,Argentina,ARG,1721119.093,62292.56453,1027.193877,,Climate TRACE,,,,1721119.093,2021,,,,1835962743,,
"Kukshi, Kukshi Tahsil, Dhar, Madhya Pradesh, 454331, India",Dumpsites,22.208387733297347,74.77994953027398,India,IND,1093010.901,56640.29899,900.3288836,,Climate TRACE,,,,1093010.901,2021,,,,1835962885,,
"Distrito De Munim, Tibau Do Sul, Região Geográfica Imediata De Canguaretama, Região Geográfica Intermediária De Natal, Rio Grande Do Norte, Northeast Region, Brazil",Dumpsites,-6.22213128217808,-35.11191198225817,Brazil,BRA,973528.0263,62284.95013,1027.068317,,Climate TRACE,,,,973528.0263,2021,,,,1835962744,,
"Dhamnod, Dharampuri Tahsil, Dhar, Madhya Pradesh, 457552, India",Dumpsites,22.203498675216128,75.4869054258215,India,IND,1092931.66,56636.19267,900.2636114,,Climate TRACE,,,,1092931.66,2021,,,,1835962886,,
"Eko Bridge, Alagbede, Surulere, Lagos, 101001, Nigeria",Dumpsites,6.473344877449573,3.376200615613854,Nigeria,NGA,1241365.662,84635.14731,1023.804469,,Climate TRACE,,,,1241365.662,2021,,,,1835962745,,
"Yeniçiftlik, Biga, Canakkale, Marmara Region, Turkey",Dumpsites,40.299226890008,27.19686310959397,Turkey,TUR,694498.6085,38963.19452,898.3554379,,Climate TRACE,,,,694498.6085,2021,,,,1835962887,,
"Babalada, Shahapura Taluku, Yadagiri District, Karnataka, India",Dumpsites,16.704888018542288,77.1170128555288,India,IND,1241700.878,64345.47809,1022.806967,,Climate TRACE,,,,1241700.878,2021,,,,1835962746,,
Hickory Hill Mswlf,Sanitary Landfill,32.397979,-80.925252,United States,USA,7088881.118,191280.5,896.07,,Climate TRACE,,,,7088881.118,2021,,,,1835962888,,
Valley Trail Recycling & Disposal Facility,Sanitary Landfill,43.95983,-88.90632,United States,USA,10640797.78,217452.6,895.06,,Climate TRACE,,,,10640797.78,2021,,,,1835962889,,
Mcdaniel Landfill,Sanitary Landfill,47.975,-101.105,United States,USA,1570171.193,29030.8,1021.97,,Climate TRACE,,,,1570171.193,2021,,,,1835962747,,
"Sungai Awan Kiri, Muara Pawan, Ketapang, West Kalimantan, 78853, Indonesia",Dumpsites,-1.722101712874771,110.01575415748944,Indonesia,IDN,1177035.854,51497.75284,892.197701,,Climate TRACE,,,,1177035.854,2021,,,,1835962890,,
"Vapi, Vapi Taluka, Valsad, Gujarat, 396191, India",Dumpsites,20.366902106850137,72.884069746882,India,IND,1239665.754,64240.01705,1021.130606,,Climate TRACE,,,,1239665.754,2021,,,,1835962748,,
"Beguru, Begur, Bommanahalli Zone, Bengaluru, Bangalore South, Bangalore Urban, Karnataka, - 560068, India",Dumpsites,12.884660596975076,77.63313146018858,India,IND,1082923.767,56117.57933,892.0199654,,Climate TRACE,,,,1082923.767,2021,,,,1835962891,,
"Ibb Road, Police Barrack, Fagge D2, Fagge, Kano, 78906, Nigeria",Dumpsites,12.013344862735226,8.518728585585752,Nigeria,NGA,1238010.067,84406.36597,1021.036973,,Climate TRACE,,,,1238010.067,2021,,,,1835962749,,
"Bally, Bally Jagachha, Howrah, West Bengal, 711227, India",Dumpsites,22.635667591942706,88.33412936364888,India,IND,1081045.802,56020.26236,890.4730584,,Climate TRACE,,,,1081045.802,2021,,,,1835962892,,
Bartow County Mswlf,Sanitary Landfill,34.1438,-84.7648,United States,USA,2369777.59,46097.37817,1020.739994,,Climate TRACE,,,,2369777.59,2021,,,,1835962750,,
"Prasat Bakong District, Siem Reap, 17659, Cambodia",Dumpsites,13.305500488439224,104.03408290180847,Cambodia,KHM,1173795.914,51355.99874,889.7418136,,Climate TRACE,,,,1173795.914,2021,,,,1835962893,,
"Focal Point - 2, Bathinda, Bathinda Tahsil, Bathinda, Punjab, 151001, India",Dumpsites,30.182188568763472,74.95338329051525,India,IND,1237513.476,64128.48506,1019.357743,,Climate TRACE,,,,1237513.476,2021,,,,1835962751,,
"Carora, Parroquia Trinidad Samuel, Municipio Torres, Lara State, 3050, Venezuela",Dumpsites,10.125241277555444,-70.0481141763383,"Venezuela, RB",VEN,843224.7998,53948.33347,889.5989147,,Climate TRACE,,,,843224.7998,2021,,,,1835962894,,
Cherokee County Sanitary Landfill,Sanitary Landfill,42.734733,-95.524642,United States,USA,434424.8687,24292.0,1019.295738,,Climate TRACE,,,,434424.8687,2021,,,,1835962752,,
"436, Muban Sa Lo, Ban Bu Kit Yue Rae, Narathiwat Province, Thailand",Dumpsites,6.365415609043592,101.53453220347451,Thailand,THA,1169897.904,51185.45275,886.7871071,,Climate TRACE,,,,1169897.904,2021,,,,1835962895,,
Kaudzites,Sanitary Landfill,57.163232,26.948816,Latvia,LVA,878423.4914,33153.96155,1019.219703,,Climate TRACE,,,,878423.4914,2021,,,,1835962753,,
"望海台村, Chuanjiang, 望海台, Tongzhou District, Jiangsu, 226300, China",Dumpsites,31.973617073108358,121.02127392423341,China,CHN,1168155.795,51109.23191,885.4665823,,Climate TRACE,,,,1168155.795,2021,,,,1835962896,,
Foothills Landfill,Sanitary Landfill,39.849,-105.226,United States,USA,21546156.2,405232.1699,1017.01,,Climate TRACE,,,,21546156.2,2021,,,,1835962754,,
Ecomaine Landfill/Ashfill,Sanitary Landfill,43.63887,-70.369449,United States,USA,931957.9331,37657.09255,884.8542655,,Climate TRACE,,,,931957.9331,2021,,,,1835962897,,
"Midc Hingoli, Hingoli, Maharashtra, India",Dumpsites,19.692365039676737,77.09975551063405,India,IND,1234219.378,63957.7835,1016.644348,,Climate TRACE,,,,1234219.378,2021,,,,1835962755,,
Pine Grove Landfill,Sanitary Landfill,39.590021,-82.71237,United States,USA,9188417.936,137806.9516,883.61,,Climate TRACE,,,,9188417.936,2021,,,,1835962898,,
"Kaskazini A, Zanzibar North, Zanzibar, Tanzania",Dumpsites,-5.88020375125989,39.345280135887045,Tanzania,TZA,1230908.52,83922.18919,1015.180041,,Climate TRACE,,,,1230908.52,2021,,,,1835962756,,
"Quốc Lộ 1A, Thạnh Phú, Mỹ Xuyên District, Soc Trang Province, Vietnam",Dumpsites,9.482428400383693,105.8276859241445,Vietnam,VNM,1164692.11,50957.6885,882.8410954,,Climate TRACE,,,,1164692.11,2021,,,,1835962899,,
Sudbury Road Lf,Sanitary Landfill,46.075,-118.41,United States,USA,2305422.04,57031.1225,1012.662733,,Climate TRACE,,,,2305422.04,2021,,,,1835962757,,
Brunswick Lf,Sanitary Landfill,43.97,-70.037,United States,USA,467348.8065,21026.14757,882.260111,,Climate TRACE,,,,467348.8065,2021,,,,1835962900,,
Beatrice Disposal Area Lf,Sanitary Landfill,40.21986,-96.76866,United States,USA,828337.6249,27941.0,1011.0,,Climate TRACE,,,,828337.6249,2021,,,,1835962758,,
"Sampatchak, Patna District, Bihar, 800027, India",Dumpsites,25.566131170541727,85.17826956674463,India,IND,1069324.437,55412.85611,880.8180001,,Climate TRACE,,,,1069324.437,2021,,,,1835962901,,
"Pasar Batang, Brebes, Central Java, 52218, Indonesia",Dumpsites,-6.822487342980358,109.03113864970706,Indonesia,IDN,1333702.632,58352.24839,1010.951721,,Climate TRACE,,,,1333702.632,2021,,,,1835962759,,
"Pursat, 01254, Cambodia",Dumpsites,12.53600162051234,103.97854802283403,Cambodia,KHM,1161532.634,50819.4549,880.4462007,,Climate TRACE,,,,1161532.634,2021,,,,1835962902,,
"Kuala Lipis, Lipis, Pahang, Malaysia",Dumpsites,4.179007224857815,102.0200316327943,Malaysia,MYS,889106.8275,38900.26246,1010.919588,,Climate TRACE,,,,889106.8275,2021,,,,1835962760,,
"Maubin, Ayeyarwady, 10181, Myanmar",Dumpsites,16.717338785809076,95.64906514318851,Myanmar,MMR,1161513.722,50818.62744,880.4318649,,Climate TRACE,,,,1161513.722,2021,,,,1835962903,,
"West Bypass, Bahçe Çakajve, Salo Halili, Lagjja 1, Shkodër, Shkodër Municipality, Shkodër County, Northern Albania, 4001-4007, Albania",Dumpsites,42.06497133988233,19.49174465583837,Albania,ALB,1171871.326,65745.05674,1010.567878,,Climate TRACE,,,,1171871.326,2021,,,,1835962761,,
"R-79, Parroquia Idelfonso Vásquez, Santa Cruz De Mara, Parroquia Ricaurte, Municipio Mara, Zulia State, Venezuela",Dumpsites,10.734908405762996,-71.69137383095588,"Venezuela, RB",VEN,833868.6765,53349.7419,879.7282407,,Climate TRACE,,,,833868.6765,2021,,,,1835962904,,
"Derinöz Sokak, Dalyan, Ortaca, Muğla, Aegean Region, 48840, Turkey",Dumpsites,36.831933137414296,28.66410180036167,Turkey,TUR,781068.9524,43820.01801,1010.336856,,Climate TRACE,,,,781068.9524,2021,,,,1835962762,,
"Krishnagiri - Maharajakadai Road, Krishnagiri, Krishnagiri District, Tamil Nadu, 635001, India",Dumpsites,12.542832955795127,78.21646279139065,India,IND,1067373.849,55311.77584,879.2112731,,Climate TRACE,,,,1067373.849,2021,,,,1835962905,,
Rio Rico Msw Landfill,Sanitary Landfill,31.5194,-111.0186,United States,USA,1421343.095,50133.21475,1009.726438,,Climate TRACE,,,,1421343.095,2021,,,,1835962763,,
"Metro Manila Hills Subdivision, Rizal, Calabarzon, 1860, Philippines",Dumpsites,14.762524890818186,121.13962031083662,Philippines,PHL,1159884.26,50747.33511,879.1967265,,Climate TRACE,,,,1159884.26,2021,,,,1835962906,,
Fort Hood Landfill,Sanitary Landfill,31.1564,-97.83331,United States,USA,2326835.18,28301.01,1007.94,,Climate TRACE,,,,2326835.18,2021,,,,1835962764,,
"Jalan Insinyur Haji Juanda, Binjai, City Of Binjai, North Sumatra, 20722, Indonesia",Dumpsites,3.576788462975376,98.5003154961883,Indonesia,IDN,1157543.908,50644.9399,877.4227311,,Climate TRACE,,,,1157543.908,2021,,,,1835962907,,
"Oum El Bouaghi, Oum El Bouaghi District, Oum El Bouaghi, 04000, Algeria",Dumpsites,35.91351309809035,7.091537587127369,Algeria,DZA,859426.3997,70298.16802,1007.850206,,Climate TRACE,,,,859426.3997,2021,,,,1835962765,,
Fulton County Lf,Sanitary Landfill,43.0127,-74.4725,United States,USA,3046475.061,131404.8,877.37,,Climate TRACE,,,,3046475.061,2021,,,,1835962908,,
"Plesungan, Karanganyar, Central Java, 57127, Indonesia",Dumpsites,-7.535727961155731,110.8564006634915,Indonesia,IDN,1329159.33,58153.46952,1007.50788,,Climate TRACE,,,,1329159.33,2021,,,,1835962766,,
Kula,Sanitary Landfill,45.5777857,19.5416756,Serbia,SRB,335484.4151,28522.98287,876.8540699,,Climate TRACE,,,,335484.4151,2021,,,,1835962909,,
Edgemere Landfill,Sanitary Landfill,40.6,-73.76,United States,USA,4705606.697,157000.0,1006.96,,Climate TRACE,,,,4705606.697,2021,,,,1835962767,,
"Mahuva Taluka, Surat, Gujarat, 394620, India",Dumpsites,21.0712475813764,73.12972383829931,India,IND,1063628.424,55117.68629,876.1261125,,Climate TRACE,,,,1063628.424,2021,,,,1835962910,,
"Cabrera, María Trinidad Sánchez, Dominican Republic",Dumpsites,19.617971264790942,-69.88984962473978,Dominican Republic,DOM,954465.6598,61065.3668,1006.957593,,Climate TRACE,,,,954465.6598,2021,,,,1835962768,,
"Carretera Santa Lucía - Santa Teresa Del Tuy, Santa Lucía Del Tuy, Municipio Paz Castillo, Miranda State, 1214, Venezuela",Dumpsites,10.280951561046344,-66.6711837382964,"Venezuela, RB",VEN,830303.2274,53121.62949,875.9667056,,Climate TRACE,,,,830303.2274,2021,,,,1835962911,,
Short Mountain Lf,Sanitary Landfill,43.9792,-123.0088,United States,USA,9393699.862,265012.0,1006.77,,Climate TRACE,,,,9393699.862,2021,,,,1835962769,,
"Paliya, San Remigio, Cebu, Central Visayas, Philippines",Dumpsites,11.076813129665041,123.9498214800775,Philippines,PHL,1155249.134,50544.53879,875.6832836,,Climate TRACE,,,,1155249.134,2021,,,,1835962912,,
Crossroads Lf,Sanitary Landfill,44.6888,-69.8652,United States,USA,9698541.483,385951.8,1005.63,,Climate TRACE,,,,9698541.483,2021,,,,1835962770,,
Catoosa County Msw Lf,Sanitary Landfill,34.8849,-85.1725,United States,USA,1271850.0,51390.9174,875.3026957,,Climate TRACE,,,,1271850.0,2021,,,,1835962913,,
Cet Baral Salah (Souk Ahras),Sanitary Landfill,36.2766173172353,7.99667396657865,Algeria,DZA,310729.841,35020.5951,1004.165969,,Climate TRACE,,,,310729.841,2021,,,,1835962771,,
"Ban Nong Saeng, Yasothon Province, Thailand",Dumpsites,15.797309950725742,104.25204258415515,Thailand,THA,1153327.823,50460.47743,874.226922,,Climate TRACE,,,,1153327.823,2021,,,,1835962914,,
"Sumur Dewa, Muara Bangkahulu, Bengkulu, 38211, Indonesia",Dumpsites,-3.823097805901408,102.34638430327344,Indonesia,IDN,1324296.331,57940.70323,1003.821708,,Climate TRACE,,,,1324296.331,2021,,,,1835962772,,
"Bintarajaya, West Java, 17145, Indonesia",Dumpsites,-6.243429856341459,106.95371401173067,Indonesia,IDN,1151737.719,50390.90709,873.0216171,,Climate TRACE,,,,1151737.719,2021,,,,1835962915,,
Butlers Landfill,Sanitary Landfill,-42.7032077833615,171.001544818282,New Zealand,NZL,423732.4522,28869.15907,1000.31539,,Climate TRACE,,,,423732.4522,2021,,,,1835962773,,
Holdrege Prairie Hill Landfill,Sanitary Landfill,40.418,-99.374,United States,USA,537249.644,20791.54836,872.4162949,,Climate TRACE,,,,537249.644,2021,,,,1835962916,,
Iowa City Slf,Sanitary Landfill,41.645,-91.624,United States,USA,4379410.807,131625.0,1000.08,,Climate TRACE,,,,4379410.807,2021,,,,1835962774,,
"Karang Serang, Tangerang Regency, Banten, Indonesia",Dumpsites,-6.026258400764738,106.55873387509088,Indonesia,IDN,1150236.236,50325.21412,871.8834873,,Climate TRACE,,,,1150236.236,2021,,,,1835962917,,
Mcminn County Lf,Sanitary Landfill,35.39,-84.58667,United States,USA,210463.2913,39696.60123,999.96,,Climate TRACE,,,,210463.2913,2021,,,,1835962775,,
"Kullar Sokak, Pehlivanköy, Kırklareli, Marmara Region, Turkey",Dumpsites,41.35034026151771,26.908287694951134,Turkey,TUR,672368.4832,37721.63642,869.7294361,,Climate TRACE,,,,672368.4832,2021,,,,1835962918,,
Buena Vista Drive Slf,Sanitary Landfill,36.91738,-121.81142,United States,USA,3991477.899,83582.5597,998.29,,Climate TRACE,,,,3991477.899,2021,,,,1835962776,,
"Tabugnapa, Mas-In, Ormoc, Leyte 4Th District, Eastern Visayas, 6541, Philippines",Dumpsites,11.057195657115289,124.5037652150503,Philippines,PHL,1145727.503,50127.94774,868.4658507,,Climate TRACE,,,,1145727.503,2021,,,,1835962919,,
"Kampot, Cambodia, Site 1",Dumpsites,10.679906281775844,104.20521502980988,Cambodia,KHM,1316159.282,57584.69055,997.6537943,,Climate TRACE,,,,1316159.282,2021,,,,1835962777,,
Lancaster Landfill,Sanitary Landfill,34.7474,-118.1165,United States,USA,7825411.528,170483.8,868.3,,Climate TRACE,,,,7825411.528,2021,,,,1835962920,,
Pierre Landfill,Sanitary Landfill,44.332,-100.0715,United States,USA,416871.3274,24396.24085,997.0141679,,Climate TRACE,,,,416871.3274,2021,,,,1835962778,,
"Chestnut Valley Landfill, Inc.",Sanitary Landfill,39.897,-79.8388,United States,USA,4422520.034,4875019.0,866.64,,Climate TRACE,8628.914166888,2542.5914305079996,Carbon Mapper,4422520.034,2021,1960.0,2024.0,Open,1835962921,1001844.0,ang20221024t154032-A_l3a-ch4-mf-v1_plume.tif
"Mangunjiwan, Demak, Central Java, 59511, Indonesia",Dumpsites,-6.902752829605354,110.60978701461173,Indonesia,IDN,1313339.672,57461.32677,995.516519,,Climate TRACE,,,,1313339.672,2021,,,,1835962779,,
"Satna, Raghurajnagar Tahsil, Satna, Madhya Pradesh, 485005, India, Site 1",Dumpsites,24.562923660283502,80.87541678987955,India,IND,1051856.488,54507.65944,866.4293983,,Climate TRACE,,,,1051856.488,2021,,,,1835962922,,
Kerrville Landfill,Sanitary Landfill,30.016747,-99.118175,United States,USA,1412962.45,58432.25516,994.927205,,Climate TRACE,,,,1412962.45,2021,,,,1835962780,,
El Centro Landfill,Sanitary Landfill,27.739063,-97.652096,United States,USA,4218928.483,216366.5745,864.87,,Climate TRACE,,,,4218928.483,2021,,,,1835962923,,
"Kuppuchi Palayam, Dharapuram, Tiruppur District, Tamil Nadu, 638656, India",Dumpsites,10.760933130606963,77.52404126627377,India,IND,931049.959,48247.4127,766.9193134,,Climate TRACE,,,,931049.959,2021,,,,1835963061,,
Cedar Ridge Lf,Sanitary Landfill,35.46,-86.8375,United States,USA,8483756.296,560742.7,864.42,,Climate TRACE,,,,8483756.296,2021,,,,1835962924,,
"Caingin, Meycauayan, Bulacan, Central Luzon, 3020, Philippines",Dumpsites,14.724141186369767,120.96965792876289,Philippines,PHL,1011297.033,44246.33664,766.5670373,,Climate TRACE,,,,1011297.033,2021,,,,1835963062,,
Lantana Landfill &Amp;#40;Park Ridge Golf Course&Amp;#41;,Sanitary Landfill,26.59,-80.19,United States,USA,3634623.095,182000.0,864.3,,Climate TRACE,,,,3634623.095,2021,,,,1835962925,,
Alderson Regional Landfill,Sanitary Landfill,34.928455,-95.764358,United States,USA,1775284.043,64563.5584,765.99,,Climate TRACE,,,,1775284.043,2021,,,,1835963063,,
Cayey Landfill,Sanitary Landfill,18.145825,-66.102902,United States,USA,907185.0,29795.0,863.7204898,,Climate TRACE,,,,907185.0,2021,,,,1835962926,,
Union Hill Church Road Mswlf,Sanitary Landfill,32.954,-83.329,United States,USA,326283.6213,18245.0,765.5627675,,Climate TRACE,,,,326283.6213,2021,,,,1835963064,,
"Quanrong Expressway, Gongcheng Yao Autonomous County, Gongcheng, Guilin, Guangxi, China",Dumpsites,24.846400203382657,110.79022280116044,China,CHN,1139297.55,49846.62399,863.5919214,,Climate TRACE,,,,1139297.55,2021,,,,1835962927,,
Krusevac Landfill,Sanitary Landfill,43.647778,21.283889,Serbia,SRB,834978.8453,24890.84273,765.1947501,,Climate TRACE,,,,834978.8453,2021,,,,1835963065,,
"Marmaris Bozburun Yolu, Hisarönü, Marmaris, Muğla, Aegean Region, Turkey",Dumpsites,36.802445649519406,28.13209021740512,Turkey,TUR,667490.3142,37447.95833,863.4193736,,Climate TRACE,,,,667490.3142,2021,,,,1835962928,,
"Bhosari, Pimpri-Chinchwad, Haveli, Pune District, Maharashtra, 411026, India",Dumpsites,18.63081455277976,73.85972878186398,India,IND,928675.5619,48124.37042,764.9634883,,Climate TRACE,,,,928675.5619,2021,,,,1835963066,,
"Oke-Aro, Ifo, Ogun, Nigeria",Dumpsites,6.676904579182433,3.320206482647506,Nigeria,NGA,1046604.808,71356.53483,863.1773151,,Climate TRACE,,,,1046604.808,2021,,,,1835962929,,
Bartholomew Co Landfill,Sanitary Landfill,39.22,-85.8,United States,USA,1398604.393,72711.0,763.91,,Climate TRACE,,,,1398604.393,2021,,,,1835963067,,
Stafford County Lf,Sanitary Landfill,38.385,-77.4125,United States,USA,3942090.712,214078.3643,861.42,,Climate TRACE,,,,3942090.712,2021,,,,1835962930,,
Neal Road Recycling And Waste Facility,Sanitary Landfill,39.67425,-121.72929,United States,USA,6533312.969,164806.2303,763.46,,Climate TRACE,,,,6533312.969,2021,,,,1835963068,,
Cessnock Landfill,Sanitary Landfill,-32.8202936307583,151.389423608779,Australia,AUS,364409.9089,24827.4768,860.2712351,,Climate TRACE,,,,364409.9089,2021,,,,1835962931,,
"Ganzhou, Fengxin County, Yichun, Jiangxi, China",Dumpsites,28.7860984366776,115.41053149705822,China,CHN,1006433.975,44033.56782,762.8808211,,Climate TRACE,,,,1006433.975,2021,,,,1835963069,,
"Sabah, Malaysia, Site 3",Dumpsites,4.397677672782406,118.52530098701781,Malaysia,MYS,756050.2713,33078.76295,859.6335169,,Climate TRACE,,,,756050.2713,2021,,,,1835962932,,
Jendouba,Sanitary Landfill,36.4692148576838,8.78632865846157,Tunisia,TUN,235748.6676,26569.89302,761.8540543,,Climate TRACE,,,,235748.6676,2021,,,,1835963070,,
Copper Ridge Lf,Sanitary Landfill,37.48,-81.6,United States,USA,331889.6792,24037.0,859.3644015,,Climate TRACE,,,,331889.6792,2021,,,,1835962933,,
"Rw 08, Cakung Barat, Cakung, East Jakarta, Jakarta Special Capital Region, 14250, Indonesia",Dumpsites,-6.169169392368519,106.9332473001605,Indonesia,IDN,1003832.806,43919.7613,760.9091251,,Climate TRACE,,,,1003832.806,2021,,,,1835963071,,
"Lalbahadur Shastri Marg, Balasore, Baleshwar (M), Baleshwar, Odisha, 756003, India",Dumpsites,21.501176323239644,86.93988342490941,India,IND,1039304.877,53857.22951,856.0904547,,Climate TRACE,,,,1039304.877,2021,,,,1835962934,,
"İnebeyli, Karamürsel, Kocaeli, Marmara Region, Turkey",Dumpsites,40.66899782228749,29.52321028839729,Turkey,TUR,587865.6388,32980.80509,760.4223924,,Climate TRACE,,,,587865.6388,2021,,,,1835963072,,
"Tri Tôn District, An Giang Province, Vietnam",Dumpsites,10.42042273329803,104.96757896391196,Vietnam,VNM,1127104.604,49313.1574,854.3496218,,Climate TRACE,,,,1127104.604,2021,,,,1835962935,,
"Emu Mountain Road, Doonan, Noosa Shire, Queensland, 4566, Australia",Dumpsites,-26.438250227746103,153.02924227012866,Australia,AUS,667992.3444,29226.04654,759.5111463,,Climate TRACE,,,,667992.3444,2021,,,,1835963073,,
Kassandra Landfill,Sanitary Landfill,40.0315330900438,23.4452104568481,Greece,GRC,481319.5228,27775.18931,853.8653864,,Climate TRACE,,,,481319.5228,2021,,,,1835962936,,
Primorskyi,Sanitary Landfill,47.0878613,37.4890422,Ukraine,UKR,2142000.0,53800.0,758.5427492,,Climate TRACE,,,,2142000.0,2021,,,,1835963074,,
